temperature_2m,precipitation,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,is_day,sunshine_duration,Month,DayOfWeek,MeanEnergyConsumption
2.5,0.0,4.5,0.0,0.0,15.0,0.0,0.0,11,0,0.1672
11.95,0.0,100.0,96.0,95.0,88.0,1.0,0.0,12,0,0.2368311590696529
14.7,0.0,100.0,68.0,69.0,0.0,1.0,2621.4885,9,2,0.1618023225032258
-1.85,0.0,7.2,8.0,0.0,0.0,0.0,0.0,2,3,0.2262982105367793
20.95,0.0,0.90000004,0.0,0.0,3.0,1.0,3600.0,7,2,0.1788183499735589
10.9,1.0,100.0,100.0,98.0,100.0,0.0,0.0,12,0,0.3703216837804577
15.8,0.0,100.0,49.0,93.0,96.0,1.0,0.0,10,4,0.1967397394012554
1.9,0.0,100.0,100.0,60.0,99.0,0.0,0.0,2,2,0.3690764299771167
0.75,0.0,94.5,26.0,70.0,97.0,1.0,0.0,1,2,0.2705909711810305
11.1,0.0,100.0,99.0,40.0,99.0,1.0,0.0,12,4,0.2686112752216413
8.35,0.5,100.0,100.0,99.0,100.0,0.0,0.0,1,1,0.1682372875706214
13.9,0.2,100.0,88.0,95.0,80.0,0.0,0.0,11,3,0.1585682093772716
16.05,0.1,100.0,100.0,19.0,12.0,1.0,132.60544,7,2,0.1876204293229535
13.6,0.0,40.5,14.0,41.0,11.0,1.0,3600.0,5,3,0.178509725849543
21.55,0.0,3.6000001,0.0,0.0,12.0,1.0,3600.0,7,4,0.1745244855689614
13.05,0.0,45.899998,51.0,0.0,0.0,1.0,3600.0,10,2,0.1834216634187621
11.25,0.0,45.300003,5.0,68.0,0.0,0.0,0.0,10,2,0.3409820064826226
17.4,0.1,98.4,12.0,96.0,100.0,1.0,3429.1887,8,1,0.1770774499209694
15.4,2.4,76.8,35.0,47.0,57.0,1.0,3600.0,9,6,0.2055298756214149
14.35,0.0,31.5,8.0,0.0,81.0,1.0,3600.0,8,2,0.1639736564541623
0.7,0.0,89.399994,92.0,9.0,4.0,1.0,3600.0,3,1,0.2643362624653099
-0.5,0.0,100.0,89.0,0.0,94.0,0.0,0.0,2,2,0.2585375118023787
8.95,0.2,100.0,71.0,85.0,98.0,0.0,0.0,12,2,0.3370425095476244
12.5,0.0,49.8,32.0,35.0,0.0,0.0,0.0,6,6,0.1310400000610687
14.65,0.3,91.2,44.0,41.0,90.0,0.0,0.0,10,2,0.0997993237623762
19.85,0.0,27.0,20.0,0.0,30.0,1.0,3600.0,9,0,0.1783538866403162
9.25,0.0,2.4,0.0,4.0,0.0,0.0,8.921985,10,1,0.2582521758945841
4.5,0.0,39.9,21.0,0.0,70.0,0.0,0.0,2,0,0.3901782324762856
3.75,0.0,74.4,50.0,0.0,98.0,0.0,0.0,11,1,0.3880683826960784
11.25,0.0,6.2999997,7.0,0.0,0.0,1.0,581.29254,5,2,0.1122278769844284
8.05,0.0,100.0,100.0,9.0,100.0,0.0,0.0,1,5,0.2811231884057971
18.45,0.0,16.5,0.0,0.0,55.0,1.0,3600.0,9,5,0.213816401201358
9.1,0.0,93.0,98.0,8.0,0.0,0.0,0.0,5,4,0.1065485380584795
2.65,0.0,66.6,74.0,0.0,0.0,1.0,3600.0,4,2,0.2509702534975598
10.35,0.0,100.0,100.0,14.0,96.0,1.0,0.0,1,1,0.2167647728409091
13.5,0.0,33.9,3.0,52.0,0.0,0.0,0.0,6,5,0.1548333332156309
6.7,0.0,0.0,0.0,0.0,0.0,1.0,3600.0,1,5,0.2565214268516225
2.75,0.0,92.700005,3.0,100.0,100.0,0.0,0.0,4,0,0.1508503954397394
4.75,0.6,100.0,12.0,100.0,99.0,1.0,0.0,3,4,0.2561625318803617
10.75,0.3,25.8,26.0,1.0,6.0,1.0,3600.0,4,3,0.2066644065254237
16.95,0.0,28.8,32.0,0.0,0.0,1.0,3600.0,9,4,0.2156120262222222
9.65,0.0,96.899994,77.0,46.0,0.0,0.0,0.0,10,1,0.1073509498782269
4.35,0.0,27.6,0.0,0.0,92.0,0.0,0.0,11,4,0.3538628878633721
-1.9,0.0,100.0,44.0,100.0,6.0,0.0,0.0,1,0,0.1388782984076433
12.25,0.1,100.0,100.0,94.0,98.0,1.0,0.0,5,6,0.231720205947085
5.15,0.0,4.5,5.0,0.0,0.0,1.0,553.0037,1,0,0.2480838501364425
6.45,0.0,100.0,85.0,40.0,1.0,0.0,0.0,4,4,0.1602332945983702
12.05,0.3,100.0,100.0,54.0,0.0,1.0,0.0,6,6,0.2731967979319546
-2.0,0.0,14.4,16.0,0.0,0.0,0.0,0.0,3,4,0.2754609484193398
16.3,0.0,25.8,7.0,21.0,23.0,1.0,3600.0,9,0,0.176434039311507
6.55,0.0,100.0,100.0,50.0,4.0,0.0,0.0,3,5,0.3420343869325997
3.9,0.0,87.3,9.0,91.0,82.0,0.0,0.0,1,0,0.3736718048234709
16.95,0.0,93.9,71.0,2.0,96.0,1.0,0.0,5,6,0.2097283372833723
5.0,0.0,100.0,45.0,99.0,1.0,1.0,258.59024,1,6,0.3138755276371308
10.65,0.0,32.1,7.0,17.0,52.0,1.0,3600.0,1,1,0.2205663539467192
2.95,0.0,100.0,100.0,69.0,0.0,1.0,0.0,2,1,0.2888794571428571
10.4,0.0,100.0,100.0,77.0,88.0,1.0,0.0,12,5,0.2777288383120079
10.05,0.0,50.4,33.0,6.0,57.0,1.0,3600.0,2,1,0.1974142027293404
4.1,0.0,100.0,89.0,0.0,83.0,1.0,0.0,3,6,0.2936754181459108
11.55,0.0,100.0,100.0,46.0,64.0,0.0,0.0,9,0,0.1301818181304571
17.65,0.0,23.1,11.0,22.0,0.0,0.0,214.64331,7,0,0.2436344007829181
9.55,0.2,100.0,90.0,98.0,81.0,0.0,0.0,12,4,0.3714348252828333
4.35,0.0,89.1,87.0,0.0,36.0,0.0,0.0,3,6,0.2093484005331479
6.0,0.0,100.0,99.0,22.0,85.0,1.0,0.0,2,0,0.2820860033726812
13.75,0.0,10.799999,12.0,0.0,0.0,0.0,0.0,9,1,0.1448691050048123
8.7,0.0,94.799995,78.0,41.0,0.0,0.0,0.0,2,2,0.2637573633941094
9.25,0.0,9.0,0.0,0.0,30.0,0.0,0.0,9,0,0.2269066474922006
10.05,1.5,100.0,100.0,100.0,100.0,1.0,0.0,10,6,0.1658650605783132
9.85,0.0,29.400002,0.0,0.0,98.0,0.0,0.0,9,6,0.0957330143779904
5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,0.2930981809001866
17.55,0.0,82.2,53.0,9.0,97.0,1.0,0.0,10,2,0.2445635530572942
12.7,0.0,100.0,35.0,91.0,100.0,0.0,0.0,10,0,0.1014835828826653
14.8,0.0,2.6999998,3.0,0.0,0.0,1.0,3600.0,6,5,0.2265440612707535
9.75,0.0,99.0,21.0,100.0,67.0,0.0,0.0,5,0,0.3013639242088607
8.5,0.0,3.6,4.0,0.0,0.0,0.0,0.0,9,3,0.0950843626281209
16.7,0.0,79.8,1.0,82.0,99.0,0.0,0.0,10,1,0.1021808305408015
16.25,0.0,51.3,33.0,34.0,4.0,1.0,3600.0,10,1,0.1781332012379301
12.7,1.0,100.0,100.0,32.0,20.0,0.0,0.0,6,4,0.1101534090530303
12.2,0.0,57.899998,34.0,35.0,21.0,1.0,3600.0,4,1,0.2285307743878226
2.9,0.0,2.7,2.0,1.0,1.0,0.0,0.0,11,4,0.1415863403729716
7.1,0.0,100.0,96.0,89.0,65.0,0.0,0.0,11,2,0.3480856231599608
6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,0.2307233646495327
10.7,0.2,100.0,70.0,77.0,53.0,1.0,0.0,10,2,0.242182912974324
10.3,0.0,16.8,12.0,10.0,0.0,1.0,3600.0,2,2,0.1912999999747474
8.35,0.2,100.0,100.0,68.0,91.0,0.0,0.0,12,4,0.158062576940133
4.1,0.1,100.0,81.0,99.0,9.0,0.0,0.0,11,2,0.1324658004412846
11.95,0.0,79.2,88.0,0.0,0.0,1.0,3600.0,5,5,0.2125006982317356
21.5,0.0,87.9,23.0,72.0,80.0,1.0,3600.0,8,2,0.1526539009752616
2.55,0.0,82.2,58.0,0.0,100.0,0.0,0.0,12,1,0.2806728675136116
12.5,0.0,100.0,100.0,0.0,35.0,0.0,0.0,10,3,0.1345702783758914
2.35,0.0,0.0,0.0,0.0,0.0,1.0,2000.0978,12,4,0.2502051294871795
13.3,0.0,100.0,100.0,38.0,11.0,0.0,0.0,11,2,0.3402325020586098
16.6,0.0,72.0,15.0,51.0,93.0,1.0,3600.0,6,6,0.216785343572519
8.6,0.0,100.0,57.0,94.0,80.0,0.0,0.0,12,4,0.3635194390748031
14.55,0.3,83.4,36.0,84.0,2.0,1.0,0.0,7,1,0.2552398474516217
13.9,0.0,57.9,43.0,31.0,2.0,0.0,0.0,7,1,0.1259859542825668
0.5,0.0,48.6,54.0,0.0,0.0,0.0,0.0,1,1,0.3164797572874493
2.75,0.0,74.1,49.0,0.0,100.0,0.0,0.0,12,2,0.1909984115044247
19.2,0.0,39.0,14.0,37.0,14.0,1.0,3600.0,8,4,0.1701817703108535
17.0,0.0,6.8999996,7.0,1.0,0.0,0.0,0.0,8,2,0.2496234519104084
17.9,0.2,53.100006,7.0,50.0,56.0,1.0,3600.0,6,2,0.1937387715653896
5.7,0.0,87.6,95.0,0.0,7.0,0.0,0.0,11,4,0.1951473254306437
13.25,0.2,100.0,25.0,100.0,100.0,0.0,0.0,7,5,0.121938015349827
17.65,0.0,97.8,70.0,10.0,96.0,1.0,1259.1647,10,2,0.1668317689530686
17.1,0.0,100.0,100.0,18.0,12.0,1.0,0.0,9,4,0.1833159156040268
7.35,0.0,80.700005,62.0,15.0,53.0,0.0,0.0,11,4,0.3260347333030647
9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,0.1715546179559306
12.85,0.0,100.0,41.0,90.0,98.0,1.0,0.0,10,3,0.2169305253207455
15.65,0.0,73.5,41.0,61.0,0.0,1.0,3600.0,6,2,0.173937334029624
9.4,0.0,64.799995,66.0,9.0,0.0,0.0,0.0,4,6,0.3130829802543912
10.7,0.0,42.600002,0.0,71.0,0.0,0.0,0.0,5,5,0.2551589048911771
27.8,0.0,16.8,14.0,7.0,0.0,1.0,3600.0,8,6,0.1871857029543656
-3.15,0.0,100.0,52.0,74.0,88.0,0.0,0.0,1,2,0.4430266392076502
21.55,0.0,29.1,0.0,0.0,97.0,1.0,3600.0,8,5,0.1744580697257384
22.2,0.0,71.1,79.0,0.0,0.0,1.0,3600.0,7,2,0.1643849975863701
14.0,0.0,91.2,68.0,0.0,100.0,1.0,0.0,10,6,0.2580088107440039
7.4,0.0,46.2,31.0,25.0,11.0,1.0,3600.0,2,0,0.2307673429251189
13.9,0.0,92.1,68.0,2.0,99.0,1.0,0.0,9,5,0.2268233630551989
12.9,0.2,69.3,44.0,37.0,25.0,0.0,0.0,6,3,0.258718580998196
7.75,0.8,100.0,100.0,100.0,100.0,0.0,0.0,12,3,0.2686144416212534
15.4,0.0,5.4,0.0,3.0,12.0,0.0,0.0,7,4,0.1515081850771056
12.7,0.0,100.0,100.0,95.0,95.0,0.0,0.0,6,2,0.1279636423949299
8.15,0.0,28.800001,4.0,42.0,0.0,0.0,0.0,10,3,0.1310332840729783
5.25,0.0,96.00001,21.0,93.0,71.0,0.0,0.0,2,0,0.2466936677466863
0.0,0.0,32.399998,36.0,0.0,0.0,0.0,0.0,1,0,0.4312380948240165
2.45,0.0,68.1,71.0,7.0,0.0,0.0,0.0,4,5,0.1073128504672897
13.05,0.7,100.0,72.0,98.0,100.0,0.0,0.0,10,1,0.3398030675655615
2.2,0.0,53.1,59.0,0.0,0.0,1.0,980.6218,1,1,0.2604328323542805
2.35,0.0,43.800003,7.0,58.0,9.0,0.0,0.0,2,4,0.3791161406492913
8.75,0.0,99.3,100.0,4.0,23.0,0.0,0.0,12,6,0.1319813087227414
12.55,0.0,45.0,22.0,25.0,34.0,0.0,0.0,10,6,0.3475138920753805
2.65,0.0,61.499996,68.0,0.0,1.0,0.0,0.0,2,3,0.3988968379875375
6.15,0.0,100.0,100.0,2.0,100.0,0.0,0.0,12,6,0.1493753400271985
2.3,0.0,100.0,94.0,45.0,0.0,1.0,2968.9473,2,4,0.2699163411399678
9.5,0.0,66.9,10.0,61.0,71.0,1.0,3600.0,11,4,0.2291515910227272
5.65,0.0,18.599998,17.0,0.0,11.0,0.0,0.0,12,1,0.1581412209923664
5.55,0.0,22.5,17.0,12.0,0.0,0.0,0.0,2,3,0.4056884157280219
6.05,0.0,100.0,100.0,2.0,77.0,1.0,0.0,11,4,0.2404352461555908
1.45,0.0,100.0,99.0,73.0,83.0,1.0,0.0,2,0,0.29306974614681
4.6,0.0,24.300001,1.0,0.0,78.0,0.0,41.93447,4,0,0.339830619218241
6.35,1.3,100.0,100.0,100.0,100.0,0.0,0.0,1,4,0.3745618928019925
10.05,0.0,90.0,100.0,0.0,0.0,0.0,0.0,2,1,0.3429097421203438
-2.8,0.0,100.0,81.0,24.0,97.0,0.0,0.0,12,2,0.2381678765426497
9.45,0.0,12.599999,14.0,0.0,0.0,0.0,0.0,9,3,0.1696947660795168
15.4,0.0,29.7,0.0,5.0,89.0,1.0,2833.4463,3,4,0.2531886409736308
3.95,0.0,15.6,5.0,7.0,23.0,0.0,0.0,4,2,0.1543583403353927
4.9,0.0,32.4,6.0,0.0,90.0,0.0,0.0,3,3,0.2595902779166666
16.45,0.0,80.1,89.0,0.0,0.0,0.0,0.0,9,0,0.1107797947382267
1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2,0.1203505927655456
8.1,0.0,36.899998,41.0,0.0,0.0,1.0,0.0,4,3,0.1289171142657016
14.7,0.2,100.0,71.0,89.0,53.0,1.0,820.8316,6,4,0.1837481214307183
1.2,0.4,100.0,100.0,95.0,98.0,0.0,0.0,2,6,0.436147166179159
17.55,0.0,57.3,41.0,34.0,0.0,1.0,3600.0,8,6,0.1953220025296442
25.45,0.0,20.7,0.0,0.0,69.0,1.0,3600.0,7,0,0.170162168560606
5.55,0.0,55.800003,0.0,49.0,88.0,1.0,3600.0,1,0,0.2329706687546607
18.25,0.0,8.1,0.0,12.0,3.0,0.0,0.0,8,3,0.2577305117407938
11.0,0.3,100.0,71.0,70.0,0.0,0.0,0.0,4,4,0.1481121998367156
1.6,0.0,100.0,73.0,98.0,0.0,0.0,0.0,1,6,0.3613270040084388
10.25,0.0,100.0,92.0,2.0,88.0,1.0,0.0,1,3,0.2392700529411764
17.0,0.0,100.0,79.0,38.0,91.0,1.0,3600.0,6,1,0.1827686689988221
7.9,0.0,97.5,99.0,14.0,0.0,1.0,1423.5198,12,6,0.3124154574796011
15.2,0.0,8.400001,2.0,11.0,0.0,1.0,3600.0,9,1,0.1929245282243473
5.55,0.0,1.8,2.0,0.0,0.0,0.0,0.0,11,3,0.3685570633389871
1.45,0.0,100.0,65.0,44.0,95.0,1.0,0.0,1,4,0.2681462748462064
7.65,0.0,100.0,75.0,99.0,100.0,1.0,3600.0,3,0,0.2247370573569482
6.4,0.0,32.4,6.0,40.0,10.0,1.0,3600.0,12,1,0.2146065573770491
2.2,0.0,100.0,100.0,0.0,98.0,0.0,0.0,12,4,0.2308999774552052
15.45,0.0,70.2,78.0,0.0,0.0,1.0,3600.0,6,6,0.2264281691314554
1.8,0.0,75.0,73.0,0.0,31.0,0.0,0.0,1,6,0.1966205955831265
14.2,0.2,100.0,50.0,81.0,96.0,1.0,3600.0,5,3,0.1816775750258353
17.85,0.0,23.1,0.0,0.0,77.0,1.0,3600.0,4,6,0.2361705895828478
16.6,0.0,100.0,89.0,53.0,2.0,0.0,0.0,8,1,0.1025170140332366
13.2,0.1,87.0,6.0,87.0,98.0,1.0,0.0,10,2,0.3013481236724097
15.3,0.0,48.899998,53.0,2.0,0.0,1.0,3600.0,7,3,0.1756294726212563
2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.2470853940934066
10.25,0.0,100.0,94.0,94.0,0.0,1.0,0.0,9,2,0.2063995679385649
19.4,0.0,21.300001,0.0,0.0,71.0,1.0,3600.0,9,3,0.1811090333684487
25.3,0.0,0.0,0.0,0.0,0.0,1.0,3600.0,9,3,0.1651765269940119
29.85,0.0,21.900002,0.0,0.0,73.0,1.0,3600.0,7,0,0.184591285768411
6.4,0.0,90.899994,68.0,0.0,99.0,1.0,0.0,11,0,0.2617956963080408
5.4,0.0,93.3,100.0,0.0,11.0,0.0,0.0,11,6,0.3695851885506588
7.15,0.0,88.8,4.0,92.0,100.0,1.0,0.0,1,0,0.2330712002053856
8.85,0.0,100.0,65.0,52.0,99.0,0.0,0.0,12,0,0.2560125086877416
0.15,0.0,100.0,96.0,40.0,32.0,1.0,0.0,1,5,0.3843909384335154
12.5,0.0,100.0,100.0,94.0,35.0,1.0,0.0,7,1,0.1384214002906209
11.3,0.0,100.0,23.0,100.0,99.0,1.0,0.0,4,6,0.2642407239819004
7.2,0.0,32.399998,32.0,6.0,0.0,0.0,0.0,1,0,0.2248278685792349
17.7,0.0,33.600002,5.0,18.0,61.0,1.0,3600.0,8,4,0.1657229745070088
11.15,0.0,70.5,31.0,21.0,100.0,0.0,0.0,9,5,0.2585019253658536
7.05,0.5,100.0,86.0,97.0,100.0,1.0,0.0,2,2,0.225887440210579
16.4,0.0,87.3,38.0,44.0,89.0,1.0,0.0,8,5,0.2385508966244726
23.0,0.0,63.899998,71.0,0.0,0.0,1.0,3600.0,7,4,0.1686754966650898
7.55,0.0,90.0,100.0,0.0,0.0,0.0,0.0,1,5,0.1984690907272727
0.8,0.0,19.8,21.0,0.0,3.0,0.0,0.0,3,2,0.1731064567461235
5.6,0.0,100.0,91.0,0.0,87.0,1.0,0.0,12,1,0.2348731289325153
0.4,0.0,57.6,64.0,0.0,0.0,0.0,0.0,1,1,0.3803157888663968
1.95,0.0,100.0,99.0,38.0,13.0,1.0,0.0,3,6,0.2053593425793007
4.1,0.0,20.7,2.0,3.0,57.0,1.0,686.1782,11,0,0.2560109041344843
10.55,0.0,71.7,29.0,44.0,64.0,1.0,3600.0,10,2,0.2315643182954545
5.95,0.0,50.699997,41.0,23.0,0.0,1.0,3600.0,3,2,0.2341073828974774
-1.85,0.0,78.3,85.0,3.0,0.0,0.0,0.0,2,6,0.2268848271034482
7.2,2.2,100.0,96.0,91.0,4.0,1.0,0.0,11,5,0.2809283985728108
-1.75,0.0,1.8,2.0,0.0,0.0,1.0,0.0,1,0,0.3053333322751323
5.9,0.0,100.0,81.0,90.0,0.0,1.0,3600.0,3,3,0.2352650938699977
14.0,0.0,100.0,92.0,3.0,100.0,1.0,1418.0652,4,0,0.1984117921463528
7.8,0.0,100.0,100.0,85.0,0.0,1.0,0.0,5,3,0.3160762984307359
8.15,0.0,86.399994,88.0,12.0,0.0,1.0,0.0,12,4,0.2310408718437784
16.0,0.0,58.8,45.0,30.0,1.0,1.0,3580.133,8,3,0.1756206804273278
12.15,0.0,99.600006,15.0,96.0,95.0,1.0,0.0,10,3,0.214472169740566
1.45,0.0,87.6,94.0,5.0,0.0,1.0,3600.0,2,4,0.280370489565617
10.0,1.2,100.0,100.0,94.0,98.0,1.0,0.0,12,0,0.3242870139640664
14.95,0.0,49.500004,5.0,48.0,54.0,0.0,0.0,8,6,0.2520403163109354
8.55,0.5,100.0,100.0,100.0,100.0,1.0,0.0,4,0,0.2199864743913435
10.9,0.0,92.4,100.0,4.0,0.0,1.0,0.0,5,1,0.1647939110304449
6.15,0.0,21.6,4.0,30.0,0.0,1.0,0.0,12,1,0.2656592184357542
3.05,0.0,36.0,40.0,0.0,0.0,0.0,0.0,1,5,0.3709367097046413
19.35,0.0,4.5,0.0,3.0,9.0,0.0,0.0,7,2,0.239729082649917
14.65,0.0,53.699997,39.0,31.0,0.0,0.0,0.0,10,5,0.2581609861493836
6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0.1547656540654205
9.8,0.0,1.8000001,0.0,0.0,6.0,0.0,0.0,4,0,0.3169170355628058
8.15,0.0,8.099999,9.0,0.0,0.0,1.0,3600.0,5,2,0.1963764594844358
8.7,0.1,71.100006,37.0,46.0,34.0,0.0,0.0,4,3,0.1534361629941672
-0.5,0.0,93.6,98.0,9.0,0.0,0.0,0.0,12,3,0.4066333331519274
5.55,0.0,88.2,90.0,12.0,0.0,0.0,0.0,11,5,0.332635052725495
10.2,1.4,100.0,100.0,100.0,100.0,0.0,0.0,11,3,0.1717618722790275
3.9,0.0,38.7,21.0,33.0,0.0,0.0,0.0,3,1,0.2163551017687074
19.05,0.0,57.899998,47.0,25.0,2.0,1.0,0.0,7,6,0.2405550279888268
-1.1,0.0,74.7,83.0,0.0,0.0,0.0,0.0,2,2,0.2907001768959436
1.7,0.0,4.5,5.0,0.0,0.0,0.0,0.0,1,6,0.4279444465608465
12.2,0.0,27.9,31.0,0.0,0.0,1.0,3600.0,10,2,0.1849088271584038
7.95,0.0,45.0,2.0,72.0,0.0,1.0,0.0,12,6,0.2696041872906404
7.2,0.0,88.2,98.0,0.0,0.0,0.0,0.0,11,3,0.3078133726916483
7.9,0.0,33.300003,7.0,45.0,0.0,0.0,0.0,12,4,0.3484088220798423
7.6,0.0,83.99999,72.0,20.0,24.0,0.0,0.0,10,6,0.1183520480722891
4.6,0.0,28.800001,0.0,0.0,96.0,0.0,0.0,12,1,0.264019084351145
-0.35,0.0,68.1,11.0,97.0,0.0,0.0,0.0,2,5,0.1526877859103385
6.65,0.0,34.800003,13.0,34.0,9.0,0.0,0.0,4,5,0.247074177536739
1.3,0.0,4.5,5.0,0.0,0.0,0.0,0.0,1,3,0.1223609247079294
4.6,0.0,100.0,67.0,32.0,95.0,1.0,1351.2396,2,3,0.240476223245614
1.5,0.0,8.099999,9.0,0.0,0.0,0.0,0.0,11,6,0.1589809478793377
7.5,0.1,82.8,7.0,81.0,93.0,0.0,0.0,1,5,0.3031626923994039
4.6,0.0,79.50001,0.0,85.0,95.0,0.0,0.0,1,0,0.2096800002352941
17.1,0.0,100.0,99.0,78.0,37.0,1.0,0.0,7,2,0.1778622517350993
0.0,0.0,92.1,100.0,0.0,7.0,0.0,0.0,2,6,0.4672966404850746
8.35,0.0,25.8,28.0,1.0,0.0,0.0,0.0,2,2,0.393213500075
16.1,0.0,56.399998,61.0,1.0,3.0,1.0,3600.0,6,6,0.1992706573239436
5.0,0.0,51.3,33.0,14.0,44.0,0.0,0.0,12,0,0.155292224030832
6.0,0.0,48.899998,39.0,23.0,0.0,0.0,276.5686,2,5,0.312096653021978
5.3,0.0,76.8,30.0,33.0,100.0,1.0,0.0,3,0,0.3543375810704356
14.8,0.0,100.0,91.0,89.0,0.0,1.0,0.0,6,0,0.1713938251473014
10.1,0.0,89.1,99.0,0.0,0.0,1.0,0.0,6,0,0.1153015760997412
4.25,0.0,17.400002,3.0,0.0,49.0,1.0,3600.0,12,4,0.2463272637057086
7.95,0.0,20.400002,0.0,5.0,58.0,0.0,0.0,3,3,0.2879421051578947
13.1,0.0,68.4,36.0,41.0,38.0,1.0,3600.0,10,0,0.2061673114603481
12.7,0.0,93.0,100.0,0.0,10.0,1.0,0.0,10,1,0.2069191754979157
6.7,0.0,36.600002,8.0,0.0,98.0,0.0,0.0,12,0,0.2552203971316499
12.45,0.0,30.900002,1.0,0.0,100.0,0.0,0.0,8,0,0.1235815116671056
4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,4,0.142231884057971
7.2,0.0,69.299995,59.0,6.0,42.0,0.0,0.0,2,5,0.2549319042118537
4.85,1.2,100.0,100.0,100.0,100.0,0.0,0.0,12,4,0.220438679245283
1.0,0.0,42.0,4.0,17.0,94.0,0.0,0.0,12,5,0.2615318181818182
3.75,0.1,28.199999,18.0,20.0,0.0,1.0,3600.0,12,6,0.39101695
7.3,0.6,100.0,67.0,100.0,100.0,0.0,0.0,1,5,0.1296919093981253
7.75,0.0,24.3,13.0,21.0,0.0,1.0,3600.0,2,6,0.2988778474843554
4.45,0.0,100.0,79.0,91.0,27.0,0.0,0.0,4,1,0.2726652700651769
12.3,0.0,48.6,16.0,57.0,0.0,1.0,3600.0,4,0,0.2116331153900046
2.95,0.4,72.6,37.0,56.0,19.0,0.0,0.0,2,1,0.3991023765996344
15.35,0.0,46.800003,30.0,33.0,0.0,1.0,3600.0,6,4,0.1810113678666161
11.75,0.0,100.0,100.0,100.0,0.0,1.0,0.0,9,5,0.2169012700215672
2.4,0.0,0.90000004,0.0,0.0,3.0,0.0,0.0,4,6,0.1855805666396761
5.9,0.0,0.9,1.0,0.0,0.0,1.0,3600.0,1,5,0.2570507802576171
9.3,0.0,96.299995,99.0,6.0,12.0,0.0,0.0,1,3,0.2451723625557206
16.5,0.1,88.5,44.0,33.0,97.0,0.0,0.0,8,3,0.0976987148976677
2.75,0.0,3.3000002,0.0,1.0,9.0,0.0,0.0,12,5,0.1373095975232198
17.0,0.0,16.800001,0.0,0.0,56.0,0.0,0.0,7,2,0.1096198484367598
4.8,0.0,56.4,36.0,24.0,32.0,0.0,0.0,2,0,0.3905385909395973
12.45,0.1,88.8,0.0,99.0,98.0,0.0,0.0,4,2,0.2173632757816145
1.6,0.0,100.0,59.0,36.0,96.0,0.0,0.0,4,1,0.1327920838416763
10.55,0.0,100.0,40.0,99.0,98.0,1.0,0.0,4,2,0.2079401630267753
19.55,0.0,100.0,85.0,34.0,61.0,1.0,3600.0,8,3,0.1651079155936675
5.7,0.0,99.6,12.0,99.0,98.0,1.0,0.0,2,0,0.2975408811320754
5.45,0.0,18.0,20.0,0.0,0.0,1.0,3600.0,2,1,0.231014281984465
20.3,0.0,0.0,0.0,0.0,0.0,1.0,3600.0,9,2,0.1638665710186513
13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,0.1098912342754919
8.15,0.0,54.6,42.0,0.0,56.0,0.0,0.0,12,0,0.2371481571744471
5.5,0.0,9.0,10.0,0.0,0.0,1.0,3600.0,2,1,0.2544088045597484
15.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0.2170585487787356
2.3,0.0,3.6,4.0,0.0,0.0,0.0,0.0,10,6,0.1182761904047619
18.3,0.0,91.799995,94.0,0.0,24.0,1.0,3600.0,9,1,0.1698955977387539
19.0,0.0,46.2,24.0,29.0,24.0,1.0,3600.0,7,0,0.2232764594921689
9.0,0.9,100.0,94.0,100.0,100.0,1.0,0.0,12,1,0.2881574138662718
12.2,0.0,21.0,13.0,15.0,1.0,0.0,26.822174,9,2,0.3063652924361245
10.45,0.0,80.7,89.0,1.0,0.0,1.0,0.0,2,6,0.2335434459499263
16.4,0.0,36.9,27.0,19.0,4.0,1.0,3600.0,7,4,0.2282524684062059
9.85,0.0,88.2,98.0,0.0,0.0,0.0,0.0,12,4,0.1571560503184713
5.85,0.0,43.2,33.0,22.0,1.0,1.0,3600.0,11,5,0.2600662269550342
11.65,0.2,100.0,100.0,28.0,42.0,0.0,0.0,11,0,0.3790746483519147
8.6,0.0,100.0,100.0,38.0,6.0,1.0,0.0,5,4,0.2049085563636363
5.85,0.0,16.199999,18.0,0.0,0.0,1.0,3600.0,4,5,0.2214142756939584
15.35,0.0,87.0,40.0,85.0,0.0,0.0,0.0,7,0,0.2537805011567061
3.95,0.3,62.1,26.0,57.0,15.0,0.0,0.0,11,2,0.3307591061194754
5.75,0.0,49.5,55.0,0.0,0.0,0.0,0.0,12,1,0.2781324860934664
0.7,0.0,85.2,92.0,4.0,0.0,1.0,0.0,12,3,0.2621424034693877
1.4,0.0,90.0,100.0,0.0,0.0,0.0,0.0,4,4,0.1471243695798319
5.6,0.0,93.9,29.0,65.0,96.0,1.0,3600.0,12,2,0.2714690721649484
